project,sample,site,revisit,revisitid,g_hair,u_hair,type,barb,hair_colour,site_id,site_number,site_type,season,revisit_date,revisit_crew,site_name.x,utme,utmn,utm_zone,individual,sex,species,year,Treatment
nt,38604,at26,4,2020at2604,>10,03-Jan,both,a18,bl,2020at26,at26,passive,summer,09/04/2020,"kf, sh.m, km",big tweeds,699205,5806203,9,32411,male,black,2020,Platform_Drift
nt,38605,at25,4,2020at2504,>10,n/a,g,a14,bl,2020at25,at25,passive,summer,09/04/2020,"kf, sh.m, km",little tweeds,699646,5805753,9,32411,male,black,2020,Platform_Drift
nt,38607,at25,4,2020at2504,03-Jan,10-Apr,both,a8,br,2020at25,at25,passive,summer,09/04/2020,"kf, sh.m, km",little tweeds,699646,5805753,9,38619,female,grizzly,2020,Platform_Drift
nt,38611,at26,4,2020at2604,>10,03-Jan,both,a17,mixed,2020at26,at26,passive,summer,09/04/2020,"kf, sh.m, km",big tweeds,699205,5806203,9,32411,male,black,2020,Platform_Drift
nt,38612,at23,5,2020at2305,>10,n/a,g,a18,br,2020at23,at23,passive,summer,09/17/2020,"kf, sm, ei",kettle confluence,701679,5805321,9,18228,female,grizzly,2020,Landbased
nt,38616,at25,4,2020at2504,10-Apr,10-Apr,both,b12,br,2020at25,at25,passive,summer,09/04/2020,"kf, sh.m, km",little tweeds,699646,5805753,9,38619,female,grizzly,2020,Platform_Drift
nt,38618,at25,4,2020at2504,lots,lots,both,b7,mixed,2020at25,at25,passive,summer,09/04/2020,"kf, sh.m, km",little tweeds,699646,5805753,9,38619,female,grizzly,2020,Platform_Drift
nt,38619,at25,4,2020at2504,lots,lots,both,b6,br,2020at25,at25,passive,summer,09/04/2020,"kf, sh.m, km",little tweeds,699646,5805753,9,38619,female,grizzly,2020,Platform_Drift
nt,38620,at14,5,2020at1405,10-Apr,n/a,g,a41,mixed,2020at14,at14,passive,summer,09/17/2020,"kf, sm, ei",atnarko campground,302030,5809949,10,40051,male,grizzly,2020,Landbased
nt,38623,at16,5,2020at1605,>10,lots,both,c12,bl,2020at16,at16,passive,summer,09/17/2020,"kf, sm, ei",lost hat,300791,5810438,10,38625,female,black,2020,Landbased
nt,38625,at16,5,2020at1605,>10,>10,both,a7,bl,2020at16,at16,passive,summer,09/17/2020,"kf, sm, ei",lost hat,300791,5810438,10,38625,female,black,2020,Landbased
nt,38628,at17,5,2020at1705,10-Apr,n/a,g,b33,bl,2020at17,at17,passive,summer,09/17/2020,"kf, sm, ei",bc wrights,299761,5810352,10,38625,female,black,2020,Landbased
nt,38631,at01,5,2020at0105,>10,03-Jan,both,a8,br,2020at01,at01,passive,fall,09/23/2020,"sm, km, ei",stillwater forest,311011,5803346,10,40223,male,grizzly,2020,Reference
nt,38640,at26,6,2020at2606,10-Apr,10-Apr,both,a30,bl,2020at26,at26,passive,fall,09/22/2020,"kf, sh.m, km",big tweeds,699205,5806203,9,38640,male,black,2020,Platform_Drift
nt,38647,at07,5,2020at0705,>10,>10,both,a52,br,2020at07,at07,passive,summer,09/18/2020,"ei, sm, hw",talus,308323,5808185,10,18192,female,grizzly,2020,Reference
nt,38650,at03,5,2020at0305,10-Apr,10-Apr,both,a40,br,2020at03,at03,passive,fall,09/23/2020,"sm, km, ei",hotnarko,310603,5804663,10,30318,female,grizzly,2020,Reference
nt,38652,at24,6,2020at2406,>10,n/a,g,c5,bl,2020at24,at24,passive,fall,09/22/2020,"kf, sh.m, km",belarko,700613,5805780,9,38709,female,grizzly,2020,Platform_Drift
nt,38655,at05,6,2020at0506,03-Jan,n/a,g,c23,br,2020at05,at05,passive,fall,10/03/2020,"ei, sm, sh.m",line cabin,309306,5806156,10,30318,female,grizzly,2020,Reference
nt,38656,at05,6,2020at0506,10-Apr,10-Apr,both,c24,mixed,2020at05,at05,passive,fall,10/03/2020,"ei, sm, sh.m",line cabin,309306,5806156,10,30318,female,grizzly,2020,Reference
nt,38657,at05,6,2020at0506,10-Apr,10-Apr,both,a11,mixed,2020at05,at05,passive,fall,10/03/2020,"ei, sm, sh.m",line cabin,309306,5806156,10,40154,female,grizzly,2020,Reference
nt,38659,at02,6,2020at0206,10-Apr,lots,both,a6,bl,2020at02,at02,passive,fall,10/03/2020,"ei, sm, sh.m",stillwater falls,310910,5804149,10,38659,male,black,2020,Reference
nt,38664,at05,6,2020at0506,10-Apr,lots,both,c43,br,2020at05,at05,passive,fall,10/03/2020,"ei, sm, sh.m",line cabin,309306,5806156,10,38664,male,grizzly,2020,Reference
nt,38665,at03,6,2020at0306,10-Apr,n/a,g,a2,br,2020at03,at03,passive,fall,10/03/2020,"ei, sm, sh.m",hotnarko,310603,5804663,10,30354,female,grizzly,2020,Reference
nt,38667,at24b,8,2020at24b08,>10,>10,both,a13,br,2020at24b,at24b,passive,fall,10/08/2020,"kf, sh.m, km",belarko 2,700565,5805748,9,40115,male,grizzly,2020,Platform_Drift
nt,38670,at08,7,2020at0807,lots,lots,both,b9,br,2020at08,at08,passive,fall,10/02/2020,"kf, sh.m, km",63 hole,307991,5808577,10,38664,male,grizzly,2020,Reference
nt,38681,at05,6,2020at0506,10-Apr,n/a,g,c10,br,2020at05,at05,passive,fall,10/03/2020,"ei, sm, sh.m",line cabin,309306,5806156,10,43434,female,grizzly,2020,Reference
nt,38682,at25,5,2020at2505,>10,n/a,g,b5,bl,2020at25,at25,passive,summer,09/15/2020,"kf, sm, hw",little tweeds,699646,5805753,9,36133,male,black,2020,Platform_Drift
nt,38685,at15,7,2020at1507,10-Apr,n/a,g,b30,br,2020at15,at15,passive,fall,10/06/2020,"kf, ei, km",camp creek,301461,5810371,10,38685,female,grizzly,2020,Landbased
nt,38688,at25,5,2020at2505,>10,n/a,g,a37,bl,2020at25,at25,passive,summer,09/15/2020,"kf, sm, hw",little tweeds,699646,5805753,9,32411,male,black,2020,Platform_Drift
nt,38689,at25,5,2020at2505,>10,n/a,g,a16,bl,2020at25,at25,passive,summer,09/15/2020,"kf, sm, hw",little tweeds,699646,5805753,9,40157,male,grizzly,2020,Platform_Drift
nt,38692,at25,5,2020at2505,>10,03-Jan,both,a29,mixed,2020at25,at25,passive,summer,09/15/2020,"kf, sm, hw",little tweeds,699646,5805753,9,50258,female,grizzly,2020,Platform_Drift
nt,38696,at25,5,2020at2505,>10,n/a,g,b11,bl,2020at25,at25,passive,summer,09/15/2020,"kf, sm, hw",little tweeds,699646,5805753,9,32411,male,black,2020,Platform_Drift
nt,38702,at31,5,2020at3105,lots,n/a,g,a20,bl,2020at31,at31,passive,summer,09/15/2020,"kf, sm, hw",fisheries pool 3,698469,5806884,9,32411,male,black,2020,Platform_Drift
nt,38703,at31,5,2020at3105,lots,lots,both,a7,mixed,2020at31,at31,passive,summer,09/15/2020,"kf, sm, hw",fisheries pool 3,698469,5806884,9,41408,female,grizzly,2020,Platform_Drift
nt,38704,at31,5,2020at3105,10-Apr,>10,both,a2,br,2020at31,at31,passive,summer,09/15/2020,"kf, sm, hw",fisheries pool 3,698469,5806884,9,41473,female,grizzly,2020,Platform_Drift
nt,38705,at06,5,2020at0605,>10,n/a,g,a9,bl,2020at06,at06,passive,fall,09/23/2020,"sm, km, ei",sheep creek,309242,5807385,10,50364,female,grizzly,2020,Reference
nt,38707,at06,5,2020at0605,10-Apr,n/a,g,a18,bl,2020at06,at06,passive,fall,09/23/2020,"sm, km, ei",sheep creek,309242,5807385,10,40024,female,grizzly,2020,Reference
nt,38709,at31,6,2020at3106,>10,>10,both,no data,bl,2020at31,at31,passive,fall,09/22/2020,"kf, sh.m, km",fisheries pool 3,698469,5806884,9,38709,female,grizzly,2020,Platform_Drift
nt,38715,at26,8,2020at2608,>10,10-Apr,both,a44,bl,2020at26,at26,passive,fall,10/08/2020,"kf, sh.m, km",big tweeds,699205,5806203,9,36517,male,black,2020,Platform_Drift
nt,38716,at15,10,2020at15010,03-Jan,03-Jan,both,a7,br,2020at15,at15,passive,fall,10/27/2020,"kf, km, is",camp creek,301461,5810371,10,40119,female,grizzly,2020,Landbased
nt,38719,at19,8,2020at1908,>10,n/a,g,a10,bl,2020at19,at19,passive,fall,10/13/2020,"sm, km, ei",eagle slough,297853,5808918,10,43507,female,black,2020,Landbased
nt,38725,at06,6,2020at0606,>10,>10,both,a18,br,2020at06,at06,passive,fall,10/03/2020,"ei, sm, sh.m",sheep creek,309242,5807385,10,30318,female,grizzly,2020,Reference
nt,38726,at06,6,2020at0606,10-Apr,>10,both,a12,br,2020at06,at06,passive,fall,10/03/2020,"ei, sm, sh.m",sheep creek,309242,5807385,10,38811,female,grizzly,2020,Reference
nt,38729,at06,6,2020at0606,10-Apr,10-Apr,both,a24,br,2020at06,at06,passive,fall,10/03/2020,"ei, sm, sh.m",sheep creek,309242,5807385,10,38811,female,grizzly,2020,Reference
nt,38740,at03,7,2020at0307,>10,03-Jan,both,a12,mixed,2020at03,at03,passive,fall,10/14/2020,"kf, ei, sm, km",hotnarko,310603,5804663,10,58051,male,grizzly,2020,Reference
nt,38743,at06,1,2020at0601,>10,03-Jan,both,b17,br,2020at06,at06,passive,summer,08/10/2020,"ei, sm, km, sh.m",sheep creek,309242,5807385,10,38743,male,grizzly,2020,Reference
nt,38749,at17,4,2020at1704,>10,lots,both,d9,bl,2020at17,at17,passive,summer,09/06/2020,"kf, sm, ei",bc wrights,299761,5810352,10,38625,female,black,2020,Landbased
nt,38758,at06,5,2020at0605,lots,lots,both,a24,br,2020at06,at06,passive,fall,09/23/2020,"sm, km, ei",sheep creek,309242,5807385,10,38758,female,grizzly,2020,Reference
nt,38762,at11,7,2020at1107,10-Apr,10-Apr,both,a3,bl,2020at11,at11,passive,fall,10/02/2020,"kf, sh.m, km",frogwater,305564,5809727,10,38762,female,black,2020,Landbased
nt,38766,at23,3,2020at2303,n/a,10-Apr,u,a14,br,2020at23,at23,passive,summer,08/25/2020,"kf, sm, ei",kettle confluence,701679,5805321,9,18228,female,grizzly,2020,Landbased
nt,38768,at23,3,2020at2303,10-Apr,n/a,g,a31,bl,2020at23,at23,passive,summer,08/25/2020,"kf, sm, ei",kettle confluence,701679,5805321,9,38768,female,grizzly,2020,Landbased
nt,38769,at03,3,2020at0303,10-Apr,n/a,g,a18,br,2020at03,at03,passive,summer,08/31/2020,"ei, km, sh.m",hotnarko,310603,5804663,10,50520,male,grizzly,2020,Reference
nt,38770,at10,8,2020at1008,10-Apr,n/a,g,a10,br,2020at10,at10,passive,fall,10/15/2020,"ei, sm, km, sh.m",billy's cabin,306615,5809252,10,41086,male,grizzly,2020,Landbased
nt,38774,at05,3,2020at0503,03-Jan,10-Apr,both,b21,bl,2020at05,at05,passive,summer,08/31/2020,"ei, km, sh.m",line cabin,309306,5806156,10,18192,female,grizzly,2020,Reference
nt,38780,at11,3,2020at1103,lots,n/a,g,a12,bl,2020at11,at11,passive,summer,08/26/2020,"kf, ei, jm",frog water,305564,5809727,10,38743,male,grizzly,2020,Landbased
nt,38781,at24b,0,2020at24b00,10-Apr,10-Apr,both,a13,mixed,2020at24b,at24b,passive,summer,08/04/2020,"kf, sh.m, km",belarko 2,700565,5805748,9,26558,male,black,2020,Platform_Drift
nt,38789,at27,5,2020at2705,10-Apr,n/a,g,unknown,bl,2020at27,at27,passive,summer,09/15/2020,"kf, sm, hw",fisheries pool 1,698531,5806902,9,32411,male,black,2020,Platform_Drift
nt,38791,at03,4,2020at0304,10-Apr,>10,both,a50,bl,2020at03,at03,passive,summer,09/14/2020,"kf, ei, rb",hotnarko,310603,5804663,10,38791,male,grizzly,2020,Reference
nt,38793,at09,5,2020at0905,03-Jan,lots,both,b26,mixed,2020at09,at09,passive,summer,09/18/2020,"ei, sm, hw",blair's hole,307282,5808947,10,38758,female,grizzly,2020,Reference
nt,38794,at09,5,2020at0905,lots,lots,both,b17,mixed,2020at09,at09,passive,summer,09/18/2020,"ei, sm, hw",blair's hole,307282,5808947,10,25586,female,grizzly,2020,Reference
nt,38796,at09,5,2020at0905,lots,10-Apr,both,b15,br,2020at09,at09,passive,summer,09/18/2020,"ei, sm, hw",blair's hole,307282,5808947,10,25586,female,grizzly,2020,Reference
nt,38800,at16,4,2020at1604,03-Jan,>10,both,c9,bl,2020at16,at16,passive,summer,09/06/2020,"kf, sm, ei",lost hat,300791,5810438,10,18242,female,black,2020,Landbased
nt,38801,at16,4,2020at1604,lots,>10,both,c8,bl,2020at16,at16,passive,summer,09/06/2020,"kf, sm, ei",lost hat,300791,5810438,10,18242,female,black,2020,Landbased
nt,38805,at20,4,2020at2004,>10,n/a,g,a52,bl,2020at20,at20,passive,summer,09/06/2020,"kf, sm, ei",fish bone,297408,5807657,10,40087,female,black,2020,Landbased
nt,38807,at01,4,2020at0104,10-Apr,>10,both,a3,br,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,30318,female,grizzly,2020,Reference
nt,38811,at01,4,2020at0104,10-Apr,10-Apr,both,a12,mixed,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,38811,female,grizzly,2020,Reference
nt,38818,at01,5,2020at0105,03-Jan,10-Apr,both,b4,br,2020at01,at01,passive,fall,09/23/2020,"sm, km, ei",stillwater forest,311011,5803346,10,38818,male,grizzly,2020,Reference
nt,38819,at05,5,2020at0505,03-Jan,>10,both,c9,br,2020at05,at05,passive,fall,09/23/2020,"sm, km, ei",line cabin,309306,5806156,10,38818,male,grizzly,2020,Reference
nt,38822,at26,8,2020at2608,>10,n/a,g,a40,bl,2020at26,at26,passive,fall,10/08/2020,"kf, sh.m, km",big tweeds,699205,5806203,9,36517,male,black,2020,Platform_Drift
nt,38831,at01,4,2020at0104,lots,n/a,g,b11,mixed,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,40170,male,grizzly,2020,Reference
nt,38835,at01,4,2020at0104,lots,03-Jan,both,b19,br,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,40170,male,grizzly,2020,Reference
nt,38840,at03,4,2020at0304,03-Jan,lots,both,a39,mixed,2020at03,at03,passive,summer,09/14/2020,"kf, ei, rb",hotnarko,310603,5804663,10,22587,female,grizzly,2020,Reference
nt,38842,at03,4,2020at0304,10-Apr,03-Jan,both,a47,br,2020at03,at03,passive,summer,09/14/2020,"kf, ei, rb",hotnarko,310603,5804663,10,38791,male,grizzly,2020,Reference
nt,38867,at01,4,2020at0104,10-Apr,>10,both,a30,mixed,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,38811,female,grizzly,2020,Reference
nt,38870,at01,4,2020at0104,10-Apr,>10,both,a34,mixed,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,38811,female,grizzly,2020,Reference
nt,38873,at01,4,2020at0104,10-Apr,10-Apr,both,b5,br,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,40170,male,grizzly,2020,Reference
nt,38874,at01,4,2020at0104,10-Apr,03-Jan,both,b6,mixed,2020at01,at01,passive,summer,09/14/2020,"kf, ei, rb",stillwater forest,311011,5803346,10,40170,male,grizzly,2020,Reference
nt,38918,at25,9,2020at2509,10-Apr,n/a,g,b8,br,2020at25,at25,passive,fall,10/20/2020,"ei, km, parks",little tweeds,699646,5805753,9,36879,female,grizzly,2020,Platform_Drift
nt,38919,at25,9,2020at2509,>10,n/a,g,a9,br,2020at25,at25,passive,fall,10/20/2020,"ei, km, parks",little tweeds,699646,5805753,9,43089,male,grizzly,2020,Platform_Drift
nt,38922,at02,9,2020at0209,10-Apr,03-Jan,both,a21,br,2020at02,at02,passive,fall,10/30/2020,"kf, ei, sm, sh.m",stillwater falls,310910,5804149,10,30354,female,grizzly,2020,Reference
nt,38925,at19,6,2020at1906,10-Apr,n/a,g,a4,bl,2020at19,at19,passive,fall,09/25/2020,"kf, sh.m, km",eagle slough,297853,5808918,10,34659,female,black,2020,Landbased
nt,38926,at13,6,2020at1306,>10,>10,both,c4,bl,2020at13,at13,passive,fall,09/25/2020,"kf, sh.m, km",woodcut rd,303035,5810139,10,40032,female,black,2020,Landbased
nt,38927,at13,6,2020at1306,10-Apr,03-Jan,both,c11,bl,2020at13,at13,passive,fall,09/25/2020,"kf, sh.m, km",woodcut rd,303035,5810139,10,40032,female,black,2020,Landbased
nt,38934,at08,6,2020at0806,lots,10-Apr,both,b7,br,2020at08,at08,passive,fall,09/24/2020,"kf, sh.m, km",63 hole,307991,5808577,10,30318,female,grizzly,2020,Reference
nt,38938,at05,7,2020at0507,lots,>10,both,c14,br,2020at05,at05,passive,fall,10/14/2020,"kf, ei, sm, km",line cabin,309306,5806156,10,38938,female,grizzly,2020,Reference
nt,38939,at05,7,2020at0507,10-Apr,n/a,g,b33,bl,2020at05,at05,passive,fall,10/14/2020,"kf, ei, sm, km",line cabin,309306,5806156,10,50520,male,grizzly,2020,Reference
nt,38942,at06,7,2020at0607,>10,n/a,g,a28,br,2020at06,at06,passive,fall,10/14/2020,"kf, ei, sm, km",sheep creek,309242,5807385,10,30354,female,grizzly,2020,Reference
nt,38943,at02,9,2020at0209,>10,lots,both,a13,br,2020at02,at02,passive,fall,10/30/2020,"kf, ei, sm, sh.m",stillwater falls,310910,5804149,10,38818,male,grizzly,2020,Reference
nt,38951,at25,9,2020at2509,10-Apr,>10,both,a39,mixed,2020at25,at25,passive,fall,10/20/2020,"ei, km, parks",little tweeds,699646,5805753,9,36517,male,black,2020,Platform_Drift
nt,38956,at05,7,2020at0507,>10,>10,both,a6,br,2020at05,at05,passive,fall,10/14/2020,"kf, ei, sm, km",line cabin,309306,5806156,10,22587,female,grizzly,2020,Reference
nt,38959,at16,7,2020at1607,>10,10-Apr,both,b6,mixed,2020at16,at16,passive,fall,10/06/2020,"kf, ei, km",lost hat,300791,5810438,10,36879,female,grizzly,2020,Landbased
nt,38968,at23,6,2020at2306,>10,n/a,g,a14,mixed,2020at23,at23,passive,fall,09/26/2020,"kf, ei, sm, km",kettle confluence,701679,5805321,9,38968,female,grizzly,2020,Landbased
nt,38976,at03,6,2020at0306,lots,n/a,g,a13,br,2020at03,at03,passive,fall,10/03/2020,"ei, sm, sh.m",hotnarko,310603,5804663,10,38818,male,grizzly,2020,Reference
nt,38978,at25,7,2020at2507,>10,n/a,g,b11,br,2020at25,at25,passive,fall,09/29/2020,"km, sh.m, sm",little tweeds,699646,5805753,9,40109,female,grizzly,2020,Platform_Drift
nt,38991,at10,8,2020at1008,10-Apr,n/a,g,a41,br,2020at10,at10,passive,fall,10/15/2020,"ei, sm, km, sh.m",billy's cabin,306615,5809252,10,40119,female,grizzly,2020,Landbased
nt,38992,at11,8,2020at1108,>10,>10,both,a10,br,2020at11,at11,passive,fall,10/15/2020,"ei, sm, km, sh.m",frogwater,305564,5809727,10,38599,male,grizzly,2020,Landbased
nt,38993,at25,9,2020at2509,10-Apr,n/a,g,b4,br,2020at25,at25,passive,fall,10/20/2020,"ei, km, parks",little tweeds,699646,5805753,9,36879,female,grizzly,2020,Platform_Drift
nt,38994,at05,7,2020at0507,10-Apr,n/a,g,b34,bl,2020at05,at05,passive,fall,10/14/2020,"kf, ei, sm, km",line cabin,309306,5806156,10,50520,male,grizzly,2020,Reference
nt,40003,at15,8,2019at1508,10-Apr,,g,a10,br,2019at15,at15,passive,fall,09/23/2019,"kf, as",camp creek,301453,5810381,10,22587,female,grizzly,2019,Landbased
nt,40011,at24,9,2019at2409,10-Apr,10-Apr,both,b4,br,2019at24,at24,passive,fall,10/08/2019,"kf, as, km",belarko south side,700604,5805764,9,40108,female,grizzly,2019,Platform_Drift
nt,40012,at19,9,2019at1909,>10,>10,both,a6,bl,2019at19,at19,passive,fall,09/26/2019,"kf, as",eagle slough,297868,5808926,10,40012,male,black,2019,Landbased
nt,40015,at17,9,2019at1709,>10,lots,both,b34,bl,2019at17,at17,passive,fall,09/26/2019,"as, kf",bc wrights,299622,5810216,10,40032,female,black,2019,Landbased
nt,40016,at17,9,2019at1709,>10,>10,both,b30,bl,2019at17,at17,passive,fall,09/26/2019,"as, kf",bc wrights,299622,5810216,10,40032,female,black,2019,Landbased
nt,40020,at05,8,2019at0508,>10,>10,both,b21,bl,2019at05,at05,passive,fall,09/22/2019,"as, kf",line cabin,309302,5806163,10,40020,female,grizzly,2019,Reference
nt,40023,at08,8,2019at0808,lots,lots,both,a16,mixed,2019at08,at08,passive,fall,09/25/2019,"bw, de, ta, km",63 hole,307975,5808563,10,40086,female,grizzly,2019,Reference
nt,40024,at09,8,2019at0908,>10,,g,a9,bl,2019at09,at09,passive,fall,09/25/2019,"bw, de, ta, km",blair's hole,307603,5808688,10,40024,female,grizzly,2019,Reference
nt,40026,at17,9,2019at1709,10-Apr,>10,both,b27,br,2019at17,at17,passive,fall,09/26/2019,"as, kf",bc wrights,299622,5810216,10,40032,female,black,2019,Landbased
nt,40029,at17,9,2019at1709,10-Apr,03-Jan,both,b18,bl,2019at17,at17,passive,fall,09/26/2019,"as, kf",bc wrights,299622,5810216,10,40032,female,black,2019,Landbased
nt,40031,at02,9,2019at0209,lots,lots,both,ground a22,mixed,2019at02,at02,passive,fall,10/01/2019,"as, kf, km",stillwater falls,310913,5804151,10,43434,female,grizzly,2019,Reference
nt,40032,at15,10,2019at1510,>10,>10,both,b8,bl,2019at15,at15,passive,fall,10/08/2019,"kf, as, km",camp creek,301453,5810381,10,40032,female,black,2019,Landbased
nt,40034,at24,7,2019at2407,10-Apr,10-Apr,both,a4,br,2019at24,at24,passive,summer,09/17/2019,"kf, km, as",belarko south side,700604,5805764,9,43089,male,grizzly,2019,Platform_Drift
nt,40035,at09,8,2019at0908,>10,>10,both,b16,mixed,2019at09,at09,passive,fall,09/25/2019,"bw, de, ta, km",blair's hole,307603,5808688,10,40035,male,grizzly,2019,Reference
nt,40036,at25,8,2019at2508,10-Apr,lots,both,a19,bl,2019at25,at25,passive,fall,09/27/2019,"as, kf, km",little tweedsmuir,699677,5805811,9,22477,male,black,2019,Platform_Drift
nt,40039,at14,9,2019at1409,10-Apr,10-Apr,both,a48,bl,2019at14,at14,passive,fall,09/26/2019,"kf, as",atnarko campground beach,302041,5809940,10,43471,female,grizzly,2019,Landbased
nt,40051,at02,7,2019at0207,10-Apr,,g,a30,br,2019at02,at02,passive,summer,09/14/2019,"kf, as",stillwater falls,310913,5804151,10,40051,male,grizzly,2019,Reference
nt,40055,at06,7,2019at0607,10-Apr,10-Apr,both,a30,br,2019at06,at06,passive,summer,09/14/2019,"kf, as",sheep creek,309246,5807378,10,40119,female,grizzly,2019,Reference
nt,40066,at19,10,2019at1910,10-Apr,10-Apr,both,a43,bl,2019at19,at19,passive,fall,10/08/2019,"kf, as, km",eagle slough,297868,5808926,10,40066,female,black,2019,Landbased
nt,40070,at23,8,2019at2308,>10,,g,a55,br,2019at23,at23,passive,fall,09/19/2019,"kf, lh",kettle confluence,701627,5805155,9,43089,male,grizzly,2019,Landbased
nt,40075,at17,10,2019at1710,>10,>10,both,c25,br,2019at17,at17,passive,fall,10/08/2019,"kf, as, km",bc wrights,299622,5810216,10,50552,female,grizzly,2019,Landbased
nt,40076,at17,10,2019at1710,>10,>10,both,c3,br,2019at17,at17,passive,fall,10/08/2019,"kf, as, km",bc wrights,299622,5810216,10,40154,female,grizzly,2019,Landbased
nt,40077,at02,9,2019at0209,>10,>10,both,a9,br,2019at02,at02,passive,fall,10/01/2019,"as, kf, km",stillwater falls,310913,5804151,10,57176,female,grizzly,2019,Reference
nt,40078,at16,8,2019at1608,10-Apr,,g,a6,br,2019at16,at16,passive,summer,09/18/2019,"as, kf",lost hat,300787,5810425,10,36346,male,grizzly,2019,Landbased
nt,40086,at02,8,2019at0208,>10,10-Apr,both,a2,br,2019at02,at02,passive,fall,09/20/2019,"kf, as",stillwater falls,310913,5804151,10,40086,female,grizzly,2019,Reference
nt,40087,at21,8,2019at2108,>10,>10,both,c16,bl,2019at21,at21,passive,fall,09/21/2019,"as, kf",cub cry,296573,5806559,10,40087,female,black,2019,Landbased
nt,40090,at23,9,2019at2309,10-Apr,,g,a38,br,2019at23,at23,passive,fall,09/26/2019,"kf, as",kettle confluence,701627,5805155,9,40090,female,grizzly,2019,Landbased
nt,40094,at17,10,2019at1710,>10,>10,both,b47,bl,2019at17,at17,passive,fall,10/08/2019,"kf, as, km",bc wrights,299622,5810216,10,40032,female,black,2019,Landbased
nt,40101,at25,7,2019at2507,>10,03-Jan,both,b47,mixed,2019at25,at25,passive,summer,09/17/2019,"kf, km, as",little tweedsmuir,699677,5805811,9,40221,female,grizzly,2019,Platform_Drift
nt,40108,at25,7,2019at2507,>10,10-Apr,both,b8,mixed,2019at25,at25,passive,summer,09/17/2019,"kf, km, as",little tweedsmuir,699677,5805811,9,40108,female,grizzly,2019,Platform_Drift
nt,40109,at25,7,2019at2507,10-Apr,,g,b9,br,2019at25,at25,passive,summer,09/17/2019,"kf, km, as",little tweedsmuir,699677,5805811,9,40109,female,grizzly,2019,Platform_Drift
nt,40114,at28,9,2019at2809,10-Apr,10-Apr,both,a27,br,2019at28,at28,passive,fall,10/07/2019,"as, kf, km",sockeye island,306979,5809332,10,43348,female,grizzly,2019,Landbased
nt,40115,at26,9,2019at2609,10-Apr,03-Jan,both,a38,br,2019at26,at26,passive,fall,10/08/2019,"kf, as, km",big tweedsmuir,699240,5806240,9,40115,male,grizzly,2019,Platform_Drift
